Node A,Node B,Jaccard Coefficient,ID_A,Ideology_A,Decade_A,In_PIRUS_A,ID_B,Ideology_B,Decade_B,In_PIRUS_B,Connection Type
2348,2646,0.25,2348,White Supremacist/Xenophobic,2010s,Yes,2646,White Supremacist/Xenophobic,2010s,Yes,Internal
1138,1106,0.14285714285714285,1138,Jihadist,2000s,No,1106,Jihadist,2000s,Yes,Internal
1138,1000,0.16666666666666666,1138,Jihadist,2000s,No,1000,Jihadist,2000s,Yes,Internal
1138,2002,0.25,1138,Jihadist,2000s,No,2002,Jihadist,2010s,Yes,Internal
3463,4596,0.09090909090909091,3463,Militia/Sovereign Citizen/Anti-Government,1990s,No,4596,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
3463,4598,0.09090909090909091,3463,Militia/Sovereign Citizen/Anti-Government,1990s,No,4598,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
3463,4599,0.09090909090909091,3463,Militia/Sovereign Citizen/Anti-Government,1990s,No,4599,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
3463,4014,1.0,3463,Militia/Sovereign Citizen/Anti-Government,1990s,No,4014,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3463,4600,0.09090909090909091,3463,Militia/Sovereign Citizen/Anti-Government,1990s,No,4600,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
3463,4595,0.09090909090909091,3463,Militia/Sovereign Citizen/Anti-Government,1990s,No,4595,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
3463,3583,0.5,3463,Militia/Sovereign Citizen/Anti-Government,1990s,No,3583,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
12682,1525,0.047619047619047616,12682,Anti-Abortion,2020s,Yes,1525,Anti-Abortion,2020s,Yes,Internal
12682,12213,0.05263157894736842,12682,Anti-Abortion,2020s,Yes,12213,Anti-Abortion,2020s,Yes,Internal
12682,12214,0.058823529411764705,12682,Anti-Abortion,2020s,Yes,12214,Anti-Abortion,2020s,Yes,Internal
12682,1528,0.1111111111111111,12682,Anti-Abortion,2020s,Yes,1528,Anti-Abortion,2020s,Yes,Internal
12682,12212,0.058823529411764705,12682,Anti-Abortion,2020s,Yes,12212,Anti-Abortion,2020s,Yes,Internal
12682,12210,0.058823529411764705,12682,Anti-Abortion,2020s,Yes,12210,Anti-Abortion,2020s,Yes,Internal
12682,12209,0.058823529411764705,12682,Anti-Abortion,2020s,Yes,12209,Anti-Abortion,2020s,Yes,Internal
12682,1527,0.05263157894736842,12682,Anti-Abortion,2020s,Yes,1527,Anti-Abortion,2020s,Yes,Internal
10218,10489,0.1111111111111111,10218,White Supremacist/Xenophobic,2020s,Yes,10489,White Supremacist/Xenophobic,2020s,Yes,Internal
10218,12622,0.1111111111111111,10218,White Supremacist/Xenophobic,2020s,Yes,12622,White Supremacist/Xenophobic,2020s,No,Internal
10218,10228,0.25,10218,White Supremacist/Xenophobic,2020s,Yes,10228,White Supremacist/Xenophobic,2020s,Yes,Internal
10339,10165,0.1111111111111111,10339,White Supremacist/Xenophobic,2020s,Yes,10165,White Supremacist/Xenophobic,2020s,Yes,Internal
6536,1121,0.05263157894736842,6536,Jihadist,2010s,No,1121,Jihadist,2000s,Yes,Internal
1093,6107,0.14285714285714285,1093,Jihadist,2000s,Yes,6107,Jihadist,2010s,Yes,Internal
1093,1131,0.125,1093,Jihadist,2000s,Yes,1131,Jihadist,2000s,Yes,Internal
1093,1183,0.125,1093,Jihadist,2000s,Yes,1183,Jihadist,2000s,Yes,Internal
1093,1137,0.1111111111111111,1093,Jihadist,2000s,Yes,1137,Jihadist,2000s,Yes,Internal
1093,2104,0.08333333333333333,1093,Jihadist,2000s,Yes,2104,Jihadist,2000s,Yes,Internal
1093,6121,0.125,1093,Jihadist,2000s,Yes,6121,Jihadist,2000s,Yes,Internal
1093,1118,0.07142857142857142,1093,Jihadist,2000s,Yes,1118,Jihadist,2000s,Yes,Internal
1093,1141,0.07142857142857142,1093,Jihadist,2000s,Yes,1141,Jihadist,2010s,Yes,Internal
1093,1182,0.14285714285714285,1093,Jihadist,2000s,Yes,1182,Jihadist,2000s,Yes,Internal
1093,10961,0.4,1093,Jihadist,2000s,Yes,10961,Jihadist,2000s,No,Internal
4456,3877,0.2,4456,White Supremacist/Xenophobic,1980s,Yes,3877,White Supremacist/Xenophobic,1980s,Yes,Internal
5908,4898,0.125,5908,Other,1980s,Yes,4898,Other,1980s,Yes,Internal
5908,4840,0.1111111111111111,5908,Other,1980s,Yes,4840,Other,1950s,Yes,Internal
5908,4981,0.14285714285714285,5908,Other,1980s,Yes,4981,Other,1980s,Yes,Internal
5908,4845,0.125,5908,Other,1980s,Yes,4845,Other,1950s,Yes,Internal
5908,5135,0.21428571428571427,5908,Other,1980s,Yes,5135,Other,1980s,Yes,Internal
5908,4897,0.125,5908,Other,1980s,Yes,4897,Other,1980s,Yes,Internal
5908,4895,0.125,5908,Other,1980s,Yes,4895,Other,1980s,Yes,Internal
5908,5055,0.2,5908,Other,1980s,Yes,5055,Other,1980s,Yes,Internal
5908,4894,0.125,5908,Other,1980s,Yes,4894,Other,1980s,Yes,Internal
5908,4793,0.0625,5908,Other,1980s,Yes,4793,Other,1980s,Yes,Internal
5908,4844,0.1111111111111111,5908,Other,1980s,Yes,4844,Other,1950s,Yes,Internal
5908,5046,0.2,5908,Other,1980s,Yes,5046,Other,1980s,Yes,Internal
9406,1119,0.10526315789473684,9406,Jihadist,2010s,Yes,1119,Jihadist,2000s,Yes,Internal
9406,2048,0.1111111111111111,9406,Jihadist,2010s,Yes,2048,Jihadist,2010s,Yes,Internal
9406,6115,0.045454545454545456,9406,Jihadist,2010s,Yes,6115,Jihadist,2000s,Yes,Internal
9406,6157,0.12,9406,Jihadist,2010s,Yes,6157,Jihadist,2010s,Yes,Internal
9406,6184,0.0625,9406,Jihadist,2010s,Yes,6184,Jihadist,2010s,Yes,Internal
9406,6156,0.09523809523809523,9406,Jihadist,2010s,Yes,6156,Jihadist,2010s,Yes,Internal
9406,6155,0.14285714285714285,9406,Jihadist,2010s,Yes,6155,Jihadist,2010s,Yes,Internal
9406,1126,0.1111111111111111,9406,Jihadist,2010s,Yes,1126,Jihadist,2000s,Yes,Internal
9406,6180,0.07692307692307693,9406,Jihadist,2010s,Yes,6180,Jihadist,2010s,Yes,Internal
9406,6326,0.08695652173913043,9406,Jihadist,2010s,Yes,6326,Jihadist,2010s,Yes,Internal
9406,6146,0.08333333333333333,9406,Jihadist,2010s,Yes,6146,Jihadist,2010s,Yes,Internal
9406,6159,0.06666666666666667,9406,Jihadist,2010s,Yes,6159,Jihadist,2010s,Yes,Internal
9406,6152,0.09523809523809523,9406,Jihadist,2010s,Yes,6152,Jihadist,2010s,Yes,Internal
9406,2067,0.06666666666666667,9406,Jihadist,2010s,Yes,2067,Jihadist,2010s,Yes,Internal
9406,6154,0.14285714285714285,9406,Jihadist,2010s,Yes,6154,Jihadist,2010s,Yes,Internal
9406,2057,0.06060606060606061,9406,Jihadist,2010s,Yes,2057,Jihadist,2000s,Yes,Internal
9406,6075,0.14285714285714285,9406,Jihadist,2010s,Yes,6075,Jihadist,2010s,Yes,Internal
9406,6153,0.13636363636363635,9406,Jihadist,2010s,Yes,6153,Jihadist,2010s,Yes,Internal
5762,5769,0.08333333333333333,5762,Other,1970s,Yes,5769,Other,1970s,Yes,Internal
5762,5709,0.08333333333333333,5762,Other,1970s,Yes,5709,Other,1970s,No,Internal
5762,1981,0.07692307692307693,5762,Other,1970s,Yes,1981,Other,1970s,No,Internal
5762,2265,0.07692307692307693,5762,Other,1970s,Yes,2265,Other,1970s,No,Internal
5762,5722,0.125,5762,Other,1970s,Yes,5722,Other,1970s,Yes,Internal
5762,5689,0.08333333333333333,5762,Other,1970s,Yes,5689,Other,1970s,Yes,Internal
5762,5733,0.1111111111111111,5762,Other,1970s,Yes,5733,Other,1970s,Yes,Internal
5762,5726,0.1111111111111111,5762,Other,1970s,Yes,5726,Other,1970s,Yes,Internal
3873,4127,0.16666666666666666,3873,White Supremacist/Xenophobic,1970s,Yes,4127,White Supremacist/Xenophobic,2000s,Yes,Internal
5331,3540,0.25,5331,White Supremacist/Xenophobic,2000s,Yes,3540,Militia/Sovereign Citizen/Anti-Government,2010s,No,External
5691,5693,0.3333333333333333,5691,Other,1980s,Yes,5693,Other,1980s,Yes,Internal
5691,2342,0.3333333333333333,5691,Other,1980s,Yes,2342,Other,1970s,No,Internal
5691,5774,1.0,5691,Other,1980s,Yes,5774,Other,1980s,No,Internal
4542,4553,0.5,4542,Anarchist/Anti-Capitalist,1960s,Yes,4553,Anarchist/Anti-Capitalist,1960s,Yes,Internal
4542,5108,0.3333333333333333,4542,Anarchist/Anti-Capitalist,1960s,Yes,5108,Black Nationalist/Separatist,1980s,No,External
4542,4715,0.5,4542,Anarchist/Anti-Capitalist,1960s,Yes,4715,Other,1980s,Yes,External
4542,4540,0.5,4542,Anarchist/Anti-Capitalist,1960s,Yes,4540,Black Nationalist/Separatist,1960s,Yes,External
4542,4535,0.5,4542,Anarchist/Anti-Capitalist,1960s,Yes,4535,Anarchist/Anti-Capitalist,1970s,Yes,Internal
6074,1119,0.04,6074,Jihadist,2010s,Yes,1119,Jihadist,2000s,Yes,Internal
6074,2048,0.041666666666666664,6074,Jihadist,2010s,Yes,2048,Jihadist,2010s,Yes,Internal
6074,6115,0.037037037037037035,6074,Jihadist,2010s,Yes,6115,Jihadist,2000s,Yes,Internal
6074,6137,0.05555555555555555,6074,Jihadist,2010s,Yes,6137,Jihadist,2010s,Yes,Internal
6074,6184,0.047619047619047616,6074,Jihadist,2010s,Yes,6184,Jihadist,2010s,Yes,Internal
6074,6093,0.05263157894736842,6074,Jihadist,2010s,Yes,6093,Jihadist,2010s,Yes,Internal
6074,1126,0.041666666666666664,6074,Jihadist,2010s,Yes,1126,Jihadist,2000s,Yes,Internal
6074,6180,0.05555555555555555,6074,Jihadist,2010s,Yes,6180,Jihadist,2010s,Yes,Internal
6074,7108,0.15,6074,Jihadist,2010s,Yes,7108,Jihadist,2010s,No,Internal
6074,6365,0.15,6074,Jihadist,2010s,Yes,6365,Jihadist,2010s,No,Internal
6074,CO0007,0.15789473684210525,6074,Jihadist,2010s,Yes,CO0007,Jihadist,2010s,No,Internal
6074,6146,0.058823529411764705,6074,Jihadist,2010s,Yes,6146,Jihadist,2010s,Yes,Internal
6074,6159,0.05,6074,Jihadist,2010s,Yes,6159,Jihadist,2010s,Yes,Internal
6074,2067,0.05,6074,Jihadist,2010s,Yes,2067,Jihadist,2010s,Yes,Internal
6074,2057,0.02564102564102564,6074,Jihadist,2010s,Yes,2057,Jihadist,2000s,Yes,Internal
6074,6039,0.0625,6074,Jihadist,2010s,Yes,6039,Jihadist,2010s,Yes,Internal
3777,7719,0.07142857142857142,3777,White Supremacist/Xenophobic,2000s,No,7719,White Supremacist/Xenophobic,1990s,Yes,Internal
3777,4127,0.07692307692307693,3777,White Supremacist/Xenophobic,2000s,No,4127,White Supremacist/Xenophobic,2000s,Yes,Internal
3777,7207,0.25,3777,White Supremacist/Xenophobic,2000s,No,7207,White Supremacist/Xenophobic,2000s,No,Internal
3777,3779,1.0,3777,White Supremacist/Xenophobic,2000s,No,3779,White Supremacist/Xenophobic,2000s,No,Internal
3777,7209,0.08333333333333333,3777,White Supremacist/Xenophobic,2000s,No,7209,White Supremacist/Xenophobic,2000s,No,Internal
3777,5419,0.16666666666666666,3777,White Supremacist/Xenophobic,2000s,No,5419,White Supremacist/Xenophobic,2000s,Yes,Internal
3777,8015,0.16666666666666666,3777,White Supremacist/Xenophobic,2000s,No,8015,White Supremacist/Xenophobic,1990s,No,Internal
8110,8108,0.3333333333333333,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,8108,White Supremacist/Xenophobic,1960s,No,External
8110,7342,0.5,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,7342,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
8110,7343,0.5,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,7343,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
8110,7612,0.2857142857142857,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,7612,White Supremacist/Xenophobic,1960s,No,External
8110,7610,0.2857142857142857,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,7610,White Supremacist/Xenophobic,1960s,No,External
8110,7613,0.2857142857142857,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,7613,White Supremacist/Xenophobic,1960s,No,External
8110,5031,0.07692307692307693,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,5031,White Supremacist/Xenophobic,1960s,Yes,External
8110,5813,0.2857142857142857,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,5813,White Supremacist/Xenophobic,1960s,Yes,External
8110,8109,0.16666666666666666,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,8109,White Supremacist/Xenophobic,1960s,No,External
8110,5816,0.2857142857142857,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,5816,White Supremacist/Xenophobic,1960s,Yes,External
8110,7611,0.14285714285714285,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,7611,White Supremacist/Xenophobic,1960s,No,External
8110,5820,0.2222222222222222,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,5820,White Supremacist/Xenophobic,1960s,No,External
12083,12084,0.42857142857142855,12083,Black Nationalist/Separatist,1970s,No,12084,Black Nationalist/Separatist,1970s,No,Internal
12083,5670,0.75,12083,Black Nationalist/Separatist,1970s,No,5670,Black Nationalist/Separatist,1970s,Yes,Internal
12083,5641,0.2727272727272727,12083,Black Nationalist/Separatist,1970s,No,5641,Black Nationalist/Separatist,1970s,Yes,Internal
3090,3077,0.05263157894736842,3090,Environmental/Animal Rights,2000s,Yes,3077,Environmental/Animal Rights,2000s,Yes,Internal
3090,4208,0.05263157894736842,3090,Environmental/Animal Rights,2000s,Yes,4208,Environmental/Animal Rights,2000s,Yes,Internal
3090,3014,0.058823529411764705,3090,Environmental/Animal Rights,2000s,Yes,3014,Environmental/Animal Rights,1990s,No,Internal
3090,3064,0.05263157894736842,3090,Environmental/Animal Rights,2000s,Yes,3064,Environmental/Animal Rights,2000s,Yes,Internal
3090,3066,0.25,3090,Environmental/Animal Rights,2000s,Yes,3066,Environmental/Animal Rights,2000s,Yes,Internal
12019,7810,0.03571428571428571,12019,Environmental/Animal Rights,2020s,Yes,7810,Environmental/Animal Rights,2010s,Yes,Internal
12019,7819,0.037037037037037035,12019,Environmental/Animal Rights,2020s,Yes,7819,Environmental/Animal Rights,2010s,Yes,Internal
12019,7820,0.04,12019,Environmental/Animal Rights,2020s,Yes,7820,Environmental/Animal Rights,2010s,No,Internal
12019,7413,0.038461538461538464,12019,Environmental/Animal Rights,2020s,Yes,7413,Environmental/Animal Rights,2010s,Yes,Internal
4085,5791,0.3333333333333333,4085,White Supremacist/Xenophobic,1960s,Yes,5791,White Supremacist/Xenophobic,1960s,No,Internal
4978,5525,0.16666666666666666,4978,Anarchist/Anti-Capitalist,1960s,No,5525,Anarchist/Anti-Capitalist,1960s,Yes,Internal
5525,4903,0.16666666666666666,5525,Anarchist/Anti-Capitalist,1960s,Yes,4903,Anarchist/Anti-Capitalist,1960s,No,Internal
5525,5535,0.16666666666666666,5525,Anarchist/Anti-Capitalist,1960s,Yes,5535,Anarchist/Anti-Capitalist,1960s,No,Internal
5525,5507,0.16666666666666666,5525,Anarchist/Anti-Capitalist,1960s,Yes,5507,Anarchist/Anti-Capitalist,1960s,No,Internal
5525,5550,0.16666666666666666,5525,Anarchist/Anti-Capitalist,1960s,Yes,5550,Anarchist/Anti-Capitalist,1960s,No,Internal
10308,10397,0.05555555555555555,10308,Militia/Sovereign Citizen/Anti-Government,2020s,No,10397,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10308,10604,0.2,10308,Militia/Sovereign Citizen/Anti-Government,2020s,No,10604,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10308,10188,0.05263157894736842,10308,Militia/Sovereign Citizen/Anti-Government,2020s,No,10188,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10308,10402,0.05,10308,Militia/Sovereign Citizen/Anti-Government,2020s,No,10402,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10308,10392,0.05263157894736842,10308,Militia/Sovereign Citizen/Anti-Government,2020s,No,10392,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10308,10207,0.047619047619047616,10308,Militia/Sovereign Citizen/Anti-Government,2020s,No,10207,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10308,10229,0.05,10308,Militia/Sovereign Citizen/Anti-Government,2020s,No,10229,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
3668,7251,0.16666666666666666,3668,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,7251,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3668,7254,0.16666666666666666,3668,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,7254,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3668,7252,0.16666666666666666,3668,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,7252,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3668,7211,0.16666666666666666,3668,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,7211,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
6738,12743,0.14285714285714285,6738,Environmental/Animal Rights,2010s,Yes,12743,Other,2020s,No,External
6738,12737,0.125,6738,Environmental/Animal Rights,2010s,Yes,12737,Other,2020s,No,External
6738,12739,0.125,6738,Environmental/Animal Rights,2010s,Yes,12739,Other,2020s,No,External
6738,7360,0.07692307692307693,6738,Environmental/Animal Rights,2010s,Yes,7360,Anarchist/Anti-Capitalist,1960s,No,External
6738,12738,0.125,6738,Environmental/Animal Rights,2010s,Yes,12738,Other,2020s,No,External
6738,12741,0.08333333333333333,6738,Environmental/Animal Rights,2010s,Yes,12741,Other,2020s,No,External
6738,12736,0.125,6738,Environmental/Animal Rights,2010s,Yes,12736,Other,2020s,No,External
6738,12740,0.125,6738,Environmental/Animal Rights,2010s,Yes,12740,Other,2020s,No,External
6738,4544,0.07692307692307693,6738,Environmental/Animal Rights,2010s,Yes,4544,Anarchist/Anti-Capitalist,1960s,Yes,External
8069,10969,0.07692307692307693,8069,Militia/Sovereign Citizen/Anti-Government,2000s,No,10969,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
8069,5921,0.07692307692307693,8069,Militia/Sovereign Citizen/Anti-Government,2000s,No,5921,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
8069,10968,0.07692307692307693,8069,Militia/Sovereign Citizen/Anti-Government,2000s,No,10968,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
8069,10972,0.07692307692307693,8069,Militia/Sovereign Citizen/Anti-Government,2000s,No,10972,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
8069,10305,0.07692307692307693,8069,Militia/Sovereign Citizen/Anti-Government,2000s,No,10305,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
8069,10306,0.07692307692307693,8069,Militia/Sovereign Citizen/Anti-Government,2000s,No,10306,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
8137,10993,0.16666666666666666,8137,White Supremacist/Xenophobic,1990s,No,10993,White Supremacist/Xenophobic,1990s,No,Internal
8137,3394,0.14285714285714285,8137,White Supremacist/Xenophobic,1990s,No,3394,White Supremacist/Xenophobic,1990s,No,Internal
8137,3656,1.0,8137,White Supremacist/Xenophobic,1990s,No,3656,White Supremacist/Xenophobic,1990s,No,Internal
8137,10990,0.16666666666666666,8137,White Supremacist/Xenophobic,1990s,No,10990,White Supremacist/Xenophobic,1990s,No,Internal
8137,3678,0.3333333333333333,8137,White Supremacist/Xenophobic,1990s,No,3678,White Supremacist/Xenophobic,1990s,Yes,Internal
1119,6115,0.29411764705882354,1119,Jihadist,2000s,Yes,6115,Jihadist,2000s,Yes,Internal
1119,1116,0.1111111111111111,1119,Jihadist,2000s,Yes,1116,Jihadist,2000s,Yes,Internal
1119,6184,0.06666666666666667,1119,Jihadist,2000s,Yes,6184,Jihadist,2010s,Yes,Internal
1119,1131,0.07142857142857142,1119,Jihadist,2000s,Yes,1131,Jihadist,2000s,Yes,Internal
1119,6128,0.08333333333333333,1119,Jihadist,2000s,Yes,6128,Jihadist,2000s,Yes,Internal
1119,6180,0.08333333333333333,1119,Jihadist,2000s,Yes,6180,Jihadist,2010s,Yes,Internal
1119,1114,0.11764705882352941,1119,Jihadist,2000s,Yes,1114,Jihadist,2000s,Yes,Internal
1119,1117,0.11764705882352941,1119,Jihadist,2000s,Yes,1117,Jihadist,2000s,Yes,Internal
1119,7901,0.1,1119,Jihadist,2000s,Yes,7901,Jihadist,2000s,No,Internal
1119,2237,0.11764705882352941,1119,Jihadist,2000s,Yes,2237,Jihadist,2000s,Yes,Internal
1119,6121,0.15384615384615385,1119,Jihadist,2000s,Yes,6121,Jihadist,2000s,Yes,Internal
1119,1118,0.10526315789473684,1119,Jihadist,2000s,Yes,1118,Jihadist,2000s,Yes,Internal
1119,6146,0.09090909090909091,1119,Jihadist,2000s,Yes,6146,Jihadist,2010s,Yes,Internal
1119,6159,0.07142857142857142,1119,Jihadist,2000s,Yes,6159,Jihadist,2010s,Yes,Internal
1119,2067,0.25,1119,Jihadist,2000s,Yes,2067,Jihadist,2010s,Yes,Internal
1119,2233,0.058823529411764705,1119,Jihadist,2000s,Yes,2233,Jihadist,2000s,Yes,Internal
1119,1135,0.08333333333333333,1119,Jihadist,2000s,Yes,1135,Jihadist,2010s,Yes,Internal
6068,CO0003 ,0.5,6068,Jihadist,2010s,Yes,,,,,External
4011,5065,0.14285714285714285,4011,White Supremacist/Xenophobic,1990s,Yes,5065,White Supremacist/Xenophobic,1980s,Yes,Internal
4011,3617,0.25,4011,White Supremacist/Xenophobic,1990s,Yes,3617,White Supremacist/Xenophobic,2010s,Yes,Internal
5769,5754,0.07142857142857142,5769,Other,1970s,Yes,5754,Other,1970s,No,Internal
5769,4754,0.08333333333333333,5769,Other,1970s,Yes,4754,Other,1970s,No,Internal
5769,5697,0.125,5769,Other,1970s,Yes,5697,Other,1970s,Yes,Internal
5769,5714,0.1,5769,Other,1970s,Yes,5714,Other,1970s,No,Internal
5769,5732,0.08333333333333333,5769,Other,1970s,Yes,5732,Other,1970s,Yes,Internal
5769,5740,0.08333333333333333,5769,Other,1970s,Yes,5740,Other,1970s,Yes,Internal
5769,5700,0.08333333333333333,5769,Other,1970s,Yes,5700,Other,1970s,Yes,Internal
5769,5726,0.16666666666666666,5769,Other,1970s,Yes,5726,Other,1970s,Yes,Internal
2048,6115,0.23529411764705882,2048,Jihadist,2010s,Yes,6115,Jihadist,2000s,Yes,Internal
2048,1112,0.05263157894736842,2048,Jihadist,2010s,Yes,1112,Jihadist,2000s,Yes,Internal
2048,6184,0.07142857142857142,2048,Jihadist,2010s,Yes,6184,Jihadist,2010s,Yes,Internal
2048,6180,0.09090909090909091,2048,Jihadist,2010s,Yes,6180,Jihadist,2010s,Yes,Internal
2048,6146,0.1,2048,Jihadist,2010s,Yes,6146,Jihadist,2010s,Yes,Internal
2048,6159,0.07692307692307693,2048,Jihadist,2010s,Yes,6159,Jihadist,2010s,Yes,Internal
2048,2067,0.16666666666666666,2048,Jihadist,2010s,Yes,2067,Jihadist,2010s,Yes,Internal
2048,2057,0.375,2048,Jihadist,2010s,Yes,2057,Jihadist,2000s,Yes,Internal
10590,10633,0.2,10590,White Supremacist/Xenophobic,2020s,Yes,10633,White Supremacist/Xenophobic,2020s,Yes,Internal
7027,2018,0.3333333333333333,7027,Jihadist,2000s,No,2018,Jihadist,2000s,Yes,Internal
7027,7025,0.4,7027,Jihadist,2000s,No,7025,Jihadist,2000s,No,Internal
7027,2019,0.3333333333333333,7027,Jihadist,2000s,No,2019,Jihadist,2000s,Yes,Internal
2328,3750,0.14285714285714285,2328,Militia/Sovereign Citizen/Anti-Government,2010s,No,3750,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
2328,3540,0.14285714285714285,2328,Militia/Sovereign Citizen/Anti-Government,2010s,No,3540,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
2328,3583,0.14285714285714285,2328,Militia/Sovereign Citizen/Anti-Government,2010s,No,3583,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
7962,3168,0.047619047619047616,7962,Anti-Abortion,1990s,No,3168,Anti-Abortion,1990s,Yes,Internal
8270,8274,0.625,8270,Environmental/Animal Rights,2010s,No,8274,Environmental/Animal Rights,2010s,No,Internal
3087,3077,0.05555555555555555,3087,Environmental/Animal Rights,2000s,Yes,3077,Environmental/Animal Rights,2000s,Yes,Internal
3087,4208,0.05555555555555555,3087,Environmental/Animal Rights,2000s,Yes,4208,Environmental/Animal Rights,2000s,Yes,Internal
3087,3014,0.0625,3087,Environmental/Animal Rights,2000s,Yes,3014,Environmental/Animal Rights,1990s,No,Internal
3087,3118,0.875,3087,Environmental/Animal Rights,2000s,Yes,3118,Environmental/Animal Rights,2000s,Yes,Internal
3087,3064,0.05555555555555555,3087,Environmental/Animal Rights,2000s,Yes,3064,Environmental/Animal Rights,2000s,Yes,Internal
3087,3066,0.1875,3087,Environmental/Animal Rights,2000s,Yes,3066,Environmental/Animal Rights,2000s,Yes,Internal
5105,5652,0.2,5105,Black Nationalist/Separatist,1980s,Yes,5652,Black Nationalist/Separatist,1980s,No,Internal
5105,7618,0.1,5105,Black Nationalist/Separatist,1980s,Yes,7618,Black Nationalist/Separatist,1980s,No,Internal
5105,4716,0.07692307692307693,5105,Black Nationalist/Separatist,1980s,Yes,4716,Black Nationalist/Separatist,1980s,Yes,Internal
5105,5108,0.16666666666666666,5105,Black Nationalist/Separatist,1980s,Yes,5108,Black Nationalist/Separatist,1980s,No,Internal
5105,5663,0.2,5105,Black Nationalist/Separatist,1980s,Yes,5663,Black Nationalist/Separatist,1970s,Yes,Internal
5105,5109,0.05263157894736842,5105,Black Nationalist/Separatist,1980s,Yes,5109,Black Nationalist/Separatist,1970s,No,Internal
3647,3662,0.6666666666666666,3647,Militia/Sovereign Citizen/Anti-Government,2000s,No,3662,Militia/Sovereign Citizen/Anti-Government,2000s,No,Internal
3870,10969,0.07692307692307693,3870,Militia/Sovereign Citizen/Anti-Government,2000s,No,10969,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
3870,5921,0.07692307692307693,3870,Militia/Sovereign Citizen/Anti-Government,2000s,No,5921,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
3870,10968,0.07692307692307693,3870,Militia/Sovereign Citizen/Anti-Government,2000s,No,10968,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
3870,10972,0.07692307692307693,3870,Militia/Sovereign Citizen/Anti-Government,2000s,No,10972,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3870,10305,0.07692307692307693,3870,Militia/Sovereign Citizen/Anti-Government,2000s,No,10305,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
3870,10306,0.07692307692307693,3870,Militia/Sovereign Citizen/Anti-Government,2000s,No,10306,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
3781,5252,0.3333333333333333,3781,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,5252,White Supremacist/Xenophobic,2000s,No,External
3781,3879,0.2,3781,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,3879,White Supremacist/Xenophobic,1970s,No,External
3781,5427,0.3333333333333333,3781,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,5427,White Supremacist/Xenophobic,2000s,No,External
